ID,Signal
P19003_VINS_Africa_48,0.7176569625
P19003_VINS_Central_Africa_1,0.54330271
P19003_VINS_Central_Africa_2,0.5337899875000001
P19003_VINS_Central_Africa_3,0.3976261525
P19003_VINS_Central_Africa_4,2.46541795
P19003_VINS_Central_Africa_5,1.7495311999999998
P19003_VINS_Central_Africa_6,1.8454612
P19003_VINS_Central_Africa_7,1.006268
P19003_VINS_Central_Africa_8,1.2517578
P19003_VINS_Central_Africa_9,1.9403421
P19003_VINS_Central_Africa_10,2.2226557500000004
P19003_VINS_Central_Africa_11,2.48943935
P19003_VINS_Central_Africa_12,2.25935665
P19003_VINS_Central_Africa_13,2.013921925
P19003_VINS_Central_Africa_14,1.318812225
P19003_VINS_Central_Africa_15,0.92087642
P19003_VINS_Central_Africa_16,0.9312818275
P19003_VINS_Central_Africa_17,0.955651025
P19003_VINS_Central_Africa_18,0.4667500175
P19003_VINS_Central_Africa_19,0.6584281399999999
P19003_VINS_Central_Africa_20,0.7697760374999999
P19003_VINS_Central_Africa_21,0.23915853250000002
P19003_VINS_Central_Africa_22,0.36100456999999997
P19003_VINS_Central_Africa_23,0.3785922275
P19003_VINS_Central_Africa_24,0.2180197775
P19003_VINS_Central_Africa_25,0.4731837075
P19003_VINS_Central_Africa_26,0.58345746
P19003_VINS_Central_Africa_27,1.119660275
P19003_VINS_Central_Africa_28,0.98980121
P19003_VINS_Central_Africa_29,0.60218948
P19003_VINS_Central_Africa_30,0.9907510099999999
P19003_VINS_Central_Africa_31,0.9405441899999999
P19003_VINS_Central_Africa_32,0.909446485
P19003_VINS_Central_Africa_33,1.01091195
P19003_VINS_Central_Africa_34,0.8780751075
P19003_VINS_Central_Africa_35,0.5756375975
P19003_VINS_Central_Africa_36,0.16833292249999998
P19003_VINS_Central_Africa_37,1.3381465499999998
P19003_VINS_Central_Africa_38,1.1096790250000002
P19003_VINS_Central_Africa_39,0.8935009150000001
P19003_VINS_Central_Africa_40,0.21059628
P19003_VINS_Central_Africa_41,-0.0001561275000000052
P19003_VINS_Central_Africa_42,0.526301645
P19003_VINS_Central_Africa_43,0.8764244600000001
P19003_VINS_Central_Africa_44,0.9086052124999999
P19003_VINS_Central_Africa_45,1.773449725
P19003_VINS_Central_Africa_46,1.051663925
P19003_VINS_Central_Africa_47,0.38521403
P19003_VINS_Central_Africa_48,0.29457776750000003
P81630_Bioclone_1,-0.7216908175000001
P81630_Bioclone_2,-0.5992685249999999
P81630_Bioclone_3,-0.66738443
P81630_Bioclone_4,-0.6541710125
P81630_Bioclone_5,-0.9280711125000001
P81630_Bioclone_6,-0.9589693925
P81630_Bioclone_7,-0.8907162875000001
P81630_Bioclone_8,-0.7383873025
P81630_Bioclone_9,-0.6170966174999999
P81630_Bioclone_10,-0.6910858775
P81630_Bioclone_11,-0.9212750475
P81630_Bioclone_12,-0.7540334599999999
P81630_Bioclone_13,-0.625445515
P81630_Bioclone_14,-0.7317992925000001
P81630_Bioclone_15,-0.88894147
P81630_Bioclone_16,-0.9629551575
P81630_Bioclone_17,-0.987754825
P81630_Bioclone_18,-0.9038450474999999
P81630_Bioclone_19,-0.939780355
P81630_Bioclone_20,-0.89392399
P81630_Bioclone_21,-0.873314515
P81630_Bioclone_22,-0.8410576325
P81630_Bioclone_23,-0.91287998
P81630_Bioclone_24,-0.8423318099999999
P81630_Bioclone_25,-0.8060657549999999
P81630_Bioclone_26,-0.6975068475
P81630_Bioclone_27,-0.705919095
P81630_Bioclone_28,-0.7102845524999999
P81630_Bioclone_29,-0.45034035499999997
P81630_Bioclone_30,-0.16476045794999997
P81630_Bioclone_33,0.9614254400000001
P81630_Bioclone_34,1.7440209749999998
P81630_Bioclone_35,1.3721164
P81630_Bioclone_36,1.46935595
P81630_Bioclone_37,1.758462
P81630_Bioclone_38,1.642084275
P81630_Bioclone_39,1.6748168
P81630_Bioclone_40,1.0252163675000001
P81630_Bioclone_41,-0.0859167425
P81630_Bioclone_42,-0.5531777
P81630_Bioclone_43,-0.561814135
P81630_Bioclone_44,-0.15029098400000002
P81630_Bioclone_45,-0.4554088625
P81630_Bioclone_46,-0.7324006200000001
P81630_Bioclone_47,-0.8091573674999999
P81630_Bioclone_48,-0.5124610224999999
P81630_Bioclone_49,-0.2724614075
P81630_Bioclone_50,-0.5219262
P81630_Bioclone_51,0.07118102000000001
P81630_Bioclone_52,0.14028839924999997
Q5EE07_Bioclone_1,-0.7216908175000001
Q5EE07_Bioclone_2,-0.5992685249999999
Q5EE07_Bioclone_3,-0.66738443
Q5EE07_Bioclone_4,-0.6541710125
Q5EE07_Bioclone_5,-0.9280711125000001
Q5EE07_Bioclone_6,-0.9589693925
Q5EE07_Bioclone_7,-0.8907162875000001
Q5EE07_Bioclone_8,-0.7383873025
Q5EE07_Bioclone_9,-0.6170966174999999
Q5EE07_Bioclone_10,-0.6910858775
Q5EE07_Bioclone_11,-0.9212750475
Q5EE07_Bioclone_12,-0.7540334599999999
Q5EE07_Bioclone_13,-0.625445515
Q5EE07_Bioclone_14,-0.7317992925000001
Q5EE07_Bioclone_15,-0.72640298
Q5EE07_Bioclone_16,-0.470067615
Q5EE07_Bioclone_17,-0.8463706875
Q5EE07_Bioclone_18,-0.646741675
Q5EE07_Bioclone_19,-0.8476530699999999
Q5EE07_Bioclone_20,-0.5235601125
Q5EE07_Bioclone_21,0.357950125
Q5EE07_Bioclone_22,-0.6926400475
Q5EE07_Bioclone_23,-0.5608631925
Q5EE07_Bioclone_24,-0.658842475
Q5EE07_Bioclone_25,-0.49653770250000007
Q5EE07_Bioclone_26,-0.41053539999999994
Q5EE07_Bioclone_33,-0.658086985
Q5EE07_Bioclone_34,-0.6093890475
Q5EE07_Bioclone_35,-0.7632608375000001
Q5EE07_Bioclone_36,-0.7152776299999999
Q5EE07_Bioclone_37,-0.497564875
Q5EE07_Bioclone_38,-0.5212639325
Q5EE07_Bioclone_39,-0.56684981
Q5EE07_Bioclone_40,-0.64459048
Q5EE07_Bioclone_41,-0.70615405
Q5EE07_Bioclone_42,-0.86362335
Q5EE07_Bioclone_43,-0.8838806025
Q5EE07_Bioclone_44,-0.45475103000000006
Q5EE07_Bioclone_45,-0.697408495
Q5EE07_Bioclone_46,-0.8645441875
Q5EE07_Bioclone_47,-0.86465834
Q5EE07_Bioclone_48,-0.76964085
Q5EE07_Bioclone_49,-0.9271346924999999
Q9PRP9_Bioclone_1,-0.71313095
Q9PRP9_Bioclone_2,-0.7565155
Q9PRP9_Bioclone_3,-0.17030187749999998
Q9PRP9_Bioclone_4,-0.45725515499999997
Q9PRP9_Bioclone_5,-0.524705375
Q9PRP9_Bioclone_6,-0.7280607625000001
Q9PRP9_Bioclone_7,-0.7766536074999999
P0DMT3_Bioclone_10,-0.669106325
P0DMT3_Bioclone_12,-0.9812471625
P0DMT3_Bioclone_13,-0.8662922925000001
P0DMT3_Bioclone_14,-0.972471375
P0DMT3_Bioclone_15,-0.89364715
P0DMT3_Bioclone_16,-0.926884475
P0DMT3_Bioclone_17,-0.6824519075000001
P0DMT3_Bioclone_18,-0.7281715725
P0DMT3_Bioclone_19,-0.6555409400000001
P0DMT3_Bioclone_20,0.24703136250000002
P0DMT3_Bioclone_21,0.4666100625
P0DMT3_Bioclone_22,0.4416680125
P0DMT3_Bioclone_23,0.35660602500000005
P0DMT3_Bioclone_24,0.54756947
P0DMT3_Bioclone_25,0.2097496375
P0DMT3_Bioclone_26,0.60574
P0DMT3_Bioclone_27,0.022017442499999998
P0DMT3_Bioclone_28,-0.22570659499999995
P0DMT3_Bioclone_29,0.1779477025
P0DMT3_Bioclone_30,0.759622015
P0DMT3_Bioclone_31,-0.5708582775
P0DMT3_Bioclone_32,-0.97107654
P0DMT3_Bioclone_33,-0.96216108
P0DMT3_Bioclone_34,-0.959523075
P0DMT3_Bioclone_35,-1.0
P0DMT3_Bioclone_36,-1.0
P0DMT3_Bioclone_37,-0.97683678
P0DMT3_Bioclone_39,-0.9408988125000001
P0DMT3_Bioclone_40,-0.91446596
P0DMT3_Bioclone_41,-0.8365522400000001
P0DMT3_Bioclone_42,-0.878784565
P0DMT3_Bioclone_43,-0.8322001349999999
P0DMT3_Bioclone_44,-0.17416403
P0DMT3_Bioclone_45,-0.38450938500000004
P0DMT3_Bioclone_46,-0.2924174525
P0DMT3_Bioclone_47,-0.26586103
P0DMT3_Bioclone_48,0.035350563249999994
P0DMT3_Bioclone_49,0.4662447875
P0DMT3_Bioclone_50,0.3813168800000001
P0DMT3_Bioclone_51,-0.79105129
P0DMT3_Bioclone_52,0.7396067925
P0DMT3_Bioclone_53,0.7848348575
P0DMT3_Bioclone_54,0.8368448224999999
P0DMT3_Bioclone_55,1.160707025
P0DMT3_Bioclone_56,0.7425135275
P0DMT3_Bioclone_57,2.0898472249999998
P0DMT3_Bioclone_58,3.2349534999999996
P0DMT3_Bioclone_59,2.70828925
P0DMT3_Bioclone_60,2.90068245
P0DMT3_Bioclone_61,3.4537044
P0DMT3_Bioclone_62,3.49766645
P0DMT3_Bioclone_63,3.50140745
P0DMT3_Bioclone_64,3.5216559
P0DMT3_Bioclone_65,2.6457249999999997
P0DMT3_Bioclone_66,2.077883325
P0DMT3_Bioclone_67,-0.129062079
P0DMT3_Bioclone_68,-0.8547414600000001
P0DMT3_Bioclone_69,-0.10057245749999999
P0DMT3_Bioclone_70,-0.8699861874999999
P0DMT3_Bioclone_73,-0.5370718175
P0DMT3_Bioclone_83,-0.863932825
P0DMT3_Bioclone_84,-0.89645417
P0DMT3_Bioclone_85,-0.62644604
P0DMT3_Bioclone_87,-0.8048412249999999
P0DMT3_Bioclone_91,-0.6617803375
P0DMT3_Bioclone_92,-0.86873599
P0DMT3_Bioclone_93,-0.48899566000000005
P0DMT3_Bioclone_94,-0.63300241
P0DMT3_Bioclone_95,-0.9718745825
P0DMT3_Bioclone_96,-0.991546175
P0DMT3_Bioclone_97,-0.8150926975
P0DMT3_Bioclone_98,-0.93740599
P0DMT3_Bioclone_99,-0.9198886424999999
P0DMT3_Bioclone_100,-0.9516072999999999
P0DMT3_Bioclone_101,-0.8747512749999999
P0DMT3_Bioclone_102,-0.5432485
P0DMT3_Bioclone_103,-0.5277455600000001
P0DMT3_Bioclone_104,-0.6272043350000001
P0DMT3_Bioclone_105,-0.3436836075
P0DMT3_Bioclone_106,-0.43194127000000004
Q90ZZ9_Bioclone_17,0.273907505
Q90ZZ9_Bioclone_27,-0.5202542649999999
Q90ZZ9_Bioclone_28,-0.908489525
Q90ZZ9_Bioclone_29,-0.8063684849999999
Q90ZZ9_Bioclone_30,-0.782242205
Q90ZZ9_Bioclone_31,-0.974669625
Q90ZZ9_Bioclone_32,-0.95586676
Q90ZZ9_Bioclone_33,-0.997230575
Q90ZZ9_Bioclone_34,-0.8591702000000001
Q90ZZ9_Bioclone_35,-0.697564145
Q90ZZ9_Bioclone_36,0.90788013
Q90ZZ9_Bioclone_37,0.3761289525
Q90ZZ9_Bioclone_38,1.1535698749999999
Q90ZZ9_Bioclone_39,0.06647630035
Q90ZZ9_Bioclone_40,-0.1075387885
Q90ZZ9_Bioclone_41,0.0448493384075
Q90ZZ9_Bioclone_42,-0.11439686900000001
Q90ZZ9_Bioclone_43,0.12954323575
Q90ZZ9_Bioclone_44,-0.3370671675
Q90ZZ9_Bioclone_45,-0.572219975
Q90ZZ9_Bioclone_46,-0.63294876
Q90ZZ9_Bioclone_47,-0.5039363875
Q90ZZ9_Bioclone_48,-0.7620881049999999
Q90ZZ9_Bioclone_49,-0.550097575
Q90ZZ9_Bioclone_50,-0.7154827575
Q90ZZ9_Bioclone_51,-0.835495925
Q90ZZ9_Bioclone_52,-0.9776067249999999
Q90ZZ9_Bioclone_53,-0.9998312
Q90ZZ9_Bioclone_54,-0.9862932999999999
Q90ZZ9_Bioclone_55,-0.9616042699999999
Q90ZZ9_Bioclone_56,-0.9538449925
Q90ZZ9_Bioclone_57,-0.9455838400000001
Q90ZZ9_Bioclone_58,-0.9484197425
Q90ZZ9_Bioclone_59,-0.9610283
Q90ZZ9_Bioclone_60,-0.77495728
Q90ZZ9_Bioclone_61,-0.2382702565
Q90ZZ9_Bioclone_62,-0.41861733749999996
Q90ZZ9_Bioclone_63,-0.160678985
Q90ZZ9_Bioclone_64,-0.12595623649999999
Q90ZZ9_Bioclone_65,-0.021007078000000002
Q90ZZ9_Bioclone_66,-0.166925325
Q90ZZ9_Bioclone_67,-0.5989513150000001
Q90ZZ9_Bioclone_69,-0.8109228350000001
Q90ZZ9_Bioclone_70,-0.5418245825
Q90ZZ9_Bioclone_71,-0.6436448625
Q90ZZ9_Bioclone_72,-0.6164262125
Q90ZZ9_Bioclone_73,-0.6435760575
Q90ZZ9_Bioclone_77,-0.6091509325
Q90ZZ9_Bioclone_78,-0.22280388
Q90ZZ9_Bioclone_79,0.29633438
Q90ZZ9_Bioclone_80,0.31665026749999997
Q90ZZ9_Bioclone_81,0.57996269
Q90ZZ9_Bioclone_82,0.16297685975
Q90ZZ9_Bioclone_83,-0.06608715650000001
Q90ZZ9_Bioclone_84,0.0687276015
Q90ZZ9_Bioclone_85,-0.41051310250000006
Q90ZZ9_Bioclone_86,-0.3261978375
Q90ZZ9_Bioclone_87,-0.49913529250000005
Q90ZZ9_Bioclone_88,-0.56001464
Q90ZZ9_Bioclone_89,-0.7420702424999999
Q90ZZ9_Bioclone_90,-0.7837410025
Q90ZZ9_Bioclone_91,-0.76591375
Q90ZZ9_Bioclone_92,-0.45134222
Q90ZZ9_Bioclone_109,0.24464349750000003
Q90ZZ9_Bioclone_110,-0.00537875925
Q90ZZ9_Bioclone_111,-0.12115466175
Q90ZZ9_Bioclone_112,0.5531099500000001
Q90ZZ9_Bioclone_113,-0.4155399675
Q90ZZ9_Bioclone_115,-0.9835513499999999
Q90ZZ9_Bioclone_116,-0.8456432875000001
Q90ZZ9_Bioclone_117,-0.8680623000000001
Q90ZZ9_Bioclone_118,-0.8556896625
Q90ZZ9_Bioclone_119,-0.9021476425
Q90ZZ9_Bioclone_120,-0.8894508975000001
Q90ZZ9_Bioclone_121,-0.8502749625
Q90ZZ9_Bioclone_122,-0.949201025
Q90ZZ9_Bioclone_123,-0.8978073249999999
Q7T2Q1_Bioclone_24,-0.6976935475
Q7T2Q1_Bioclone_25,-0.9234864975
Q7T2Q1_Bioclone_26,-0.8470566724999999
Q7T2Q1_Bioclone_27,-0.9068231875
Q7T2Q1_Bioclone_28,-0.9367507575
Q7T2Q1_Bioclone_29,-0.7180106225
Q7T2Q1_Bioclone_30,-0.840203885
Q7T2Q1_Bioclone_31,-0.6818299225
Q7T2Q1_Bioclone_32,-0.47280338750000006
Q7T2Q1_Bioclone_33,-0.7850301774999999
Q7T2Q1_Bioclone_34,-0.7583950450000001
Q7T2Q1_Bioclone_35,-0.5249506675
